15,15,Ứng viên 15,0909849251,15,MID,20000000,35000000,VND,,,15,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
16,16,Ứng viên 16,0900266510,16,SENIOR,35000000,50000000,VND,,,16,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
17,17,Ứng viên 17,0904003949,17,MANAGER,50000000,80000000,VND,,,17,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
18,18,Ứng viên 18,0900522687,18,INTERN,5000000,8000000,VND,,,18,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
19,19,Ứng viên 19,0901628625,19,FRESHER,8000000,12000000,VND,,,19,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
20,20,Ứng viên 20,0902884249,20,JUNIOR,12000000,20000000,VND,,,20,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
21,21,Ứng viên 21,0900839846,21,MID,20000000,35000000,VND,,,21,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
22,22,Ứng viên 22,0905449136,22,SENIOR,35000000,50000000,VND,,,22,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
23,23,Ứng viên 23,0902665411,23,MANAGER,50000000,80000000,VND,,,23,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
24,24,Ứng viên 24,0907205932,24,INTERN,5000000,8000000,VND,,,24,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
25,25,Ứng viên 25,0906722163,25,FRESHER,8000000,12000000,VND,,,25,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
26,26,Ứng viên 26,0907201068,26,JUNIOR,12000000,20000000,VND,,,26,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
27,27,Ứng viên 27,0900722898,27,MID,20000000,35000000,VND,,,27,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
28,28,Ứng viên 28,0900680654,28,SENIOR,35000000,50000000,VND,,,28,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
29,29,Ứng viên 29,0909747061,29,MANAGER,50000000,80000000,VND,,,29,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
30,30,Ứng viên 30,0905255458,30,INTERN,5000000,8000000,VND,,,30,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
31,31,Ứng viên 31,0900442054,31,FRESHER,8000000,12000000,VND,,,31,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
32,32,Ứng viên 32,0900039704,32,JUNIOR,12000000,20000000,VND,,,32,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
33,33,Ứng viên 33,0901431737,33,MID,20000000,35000000,VND,,,33,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
34,34,Ứng viên 34,0901888016,34,SENIOR,35000000,50000000,VND,,,34,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
35,35,Ứng viên 35,0901873542,35,MANAGER,50000000,80000000,VND,,,35,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
36,36,Ứng viên 36,0907570618,36,INTERN,5000000,8000000,VND,,,36,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
37,37,Ứng viên 37,0907340682,37,FRESHER,8000000,12000000,VND,,,37,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
38,38,Ứng viên 38,0902840484,38,JUNIOR,12000000,20000000,VND,,,38,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
39,39,Ứng viên 39,0908698343,39,MID,20000000,35000000,VND,,,39,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
40,40,Ứng viên 40,0902556457,40,SENIOR,35000000,50000000,VND,,,40,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
41,41,Ứng viên 41,0900579510,41,MANAGER,50000000,80000000,VND,,,41,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
42,42,Ứng viên 42,0909469109,42,INTERN,5000000,8000000,VND,,,42,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
43,43,Ứng viên 43,0909409444,43,FRESHER,8000000,12000000,VND,,,43,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
44,44,Ứng viên 44,0903008691,44,JUNIOR,12000000,20000000,VND,,,44,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
45,45,Ứng viên 45,0901417427,45,MID,20000000,35000000,VND,,,45,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
46,46,Ứng viên 46,0900467184,46,SENIOR,35000000,50000000,VND,,,46,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
47,47,Ứng viên 47,0904845874,47,MANAGER,50000000,80000000,VND,,,47,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
48,48,Ứng viên 48,0904990791,48,INTERN,5000000,8000000,VND,,,48,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
49,49,Ứng viên 49,0909793533,49,FRESHER,8000000,12000000,VND,,,49,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
50,50,Ứng viên 50,0900868362,50,JUNIOR,12000000,20000000,VND,,,50,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
51,51,Ứng viên 51,0908387531,51,MID,20000000,35000000,VND,,,51,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
52,52,Ứng viên 52,0909784359,52,SENIOR,35000000,50000000,VND,,,52,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
53,53,Ứng viên 53,0900682536,53,MANAGER,50000000,80000000,VND,,,53,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
54,54,Ứng viên 54,0908970268,54,INTERN,5000000,8000000,VND,,,54,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
55,55,Ứng viên 55,0903595203,55,FRESHER,8000000,12000000,VND,,,55,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
56,56,Ứng viên 56,0909519860,56,JUNIOR,12000000,20000000,VND,,,56,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
57,57,Ứng viên 57,0906843432,57,MID,20000000,35000000,VND,,,57,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
58,58,Ứng viên 58,0903107273,58,SENIOR,35000000,50000000,VND,,,58,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
59,59,Ứng viên 59,0905375001,59,MANAGER,50000000,80000000,VND,,,59,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
60,60,Ứng viên 60,0907400323,60,INTERN,5000000,8000000,VND,,,60,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
61,61,Ứng viên 61,0907785650,61,FRESHER,8000000,12000000,VND,,,61,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
62,62,Ứng viên 62,0902810411,62,JUNIOR,12000000,20000000,VND,,,62,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
63,63,Ứng viên 63,0904412052,63,MID,20000000,35000000,VND,,,63,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
64,64,Ứng viên 64,0901585581,64,SENIOR,35000000,50000000,VND,,,64,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
65,65,Ứng viên 65,0908589175,65,MANAGER,50000000,80000000,VND,,,65,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
66,66,Ứng viên 66,0906882856,66,INTERN,5000000,8000000,VND,,,66,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
67,67,Ứng viên 67,0906589390,67,FRESHER,8000000,12000000,VND,,,67,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
68,68,Ứng viên 68,0907462659,68,JUNIOR,12000000,20000000,VND,,,68,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
69,69,Ứng viên 69,0901703097,69,MID,20000000,35000000,VND,,,69,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
70,70,Ứng viên 70,0905182694,70,SENIOR,35000000,50000000,VND,,,70,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
71,71,Ứng viên 71,0908277749,71,MANAGER,50000000,80000000,VND,,,71,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
72,72,Ứng viên 72,0907837943,72,INTERN,5000000,8000000,VND,,,72,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
73,73,Ứng viên 73,0905211819,73,FRESHER,8000000,12000000,VND,,,73,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
74,74,Ứng viên 74,0907661088,74,JUNIOR,12000000,20000000,VND,,,74,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
75,75,Ứng viên 75,0909446199,75,MID,20000000,35000000,VND,,,75,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
76,76,Ứng viên 76,0907925410,76,SENIOR,35000000,50000000,VND,,,76,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
77,77,Ứng viên 77,0901623598,77,MANAGER,50000000,80000000,VND,,,77,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
78,78,Ứng viên 78,0903041649,78,INTERN,5000000,8000000,VND,,,78,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
79,79,Ứng viên 79,0906589618,79,FRESHER,8000000,12000000,VND,,,79,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
80,80,Ứng viên 80,0905460427,80,JUNIOR,12000000,20000000,VND,,,80,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
81,81,Ứng viên 81,0908389832,81,MID,20000000,35000000,VND,,,81,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
82,82,Ứng viên 82,0906282689,82,SENIOR,35000000,50000000,VND,,,82,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
83,83,Ứng viên 83,0906570857,83,MANAGER,50000000,80000000,VND,,,83,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
84,84,Ứng viên 84,0904794527,84,INTERN,5000000,8000000,VND,,,84,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
85,85,Ứng viên 85,0907202437,85,FRESHER,8000000,12000000,VND,,,85,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
86,86,Ứng viên 86,0901646217,86,JUNIOR,12000000,20000000,VND,,,86,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
87,87,Ứng viên 87,0905517110,87,MID,20000000,35000000,VND,,,87,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
88,88,Ứng viên 88,0907406990,88,SENIOR,35000000,50000000,VND,,,88,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
89,89,Ứng viên 89,0908658584,89,MANAGER,50000000,80000000,VND,,,89,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
90,90,Ứng viên 90,0906353030,90,INTERN,5000000,8000000,VND,,,90,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
91,91,Ứng viên 91,0904238335,91,FRESHER,8000000,12000000,VND,,,91,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
92,92,Ứng viên 92,0901774919,92,JUNIOR,12000000,20000000,VND,,,92,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
93,93,Ứng viên 93,0901461958,93,MID,20000000,35000000,VND,,,93,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
94,94,Ứng viên 94,0907983030,94,SENIOR,35000000,50000000,VND,,,94,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
95,95,Ứng viên 95,0903342336,95,MANAGER,50000000,80000000,VND,,,95,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
96,96,Ứng viên 96,0904472991,96,INTERN,5000000,8000000,VND,,,96,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
97,97,Ứng viên 97,0901554266,97,FRESHER,8000000,12000000,VND,,,97,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
98,98,Ứng viên 98,0903686437,98,JUNIOR,12000000,20000000,VND,,,98,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
99,99,Ứng viên 99,0900397923,99,MID,20000000,35000000,VND,,,99,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
100,100,Ứng viên 100,0908966422,100,SENIOR,35000000,50000000,VND,,,100,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
101,101,Ứng viên 101,0905132662,101,MANAGER,50000000,80000000,VND,,,101,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
102,102,Ứng viên 102,0906642792,102,INTERN,5000000,8000000,VND,,,102,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
103,103,Ứng viên 103,0906938022,103,FRESHER,8000000,12000000,VND,,,103,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
104,104,Ứng viên 104,0902408812,104,JUNIOR,12000000,20000000,VND,,,104,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
105,105,Ứng viên 105,0904594603,105,MID,20000000,35000000,VND,,,105,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
106,106,Ứng viên 106,0909881013,106,SENIOR,35000000,50000000,VND,,,106,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
107,107,Ứng viên 107,0902928103,107,MANAGER,50000000,80000000,VND,,,107,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
108,108,Ứng viên 108,0907209626,108,INTERN,5000000,8000000,VND,,,108,Sinh viên năm 3/4 tìm việc thực tập. Sẵn sàng học hỏi.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
109,109,Ứng viên 109,0907591241,109,FRESHER,8000000,12000000,VND,,,109,"Mới tốt nghiệp, 0-1 năm kinh nghiệm. Tìm cơ hội đầu tiên.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
110,110,Ứng viên 110,0909814927,110,JUNIOR,12000000,20000000,VND,,,110,"1-3 năm kinh nghiệm. Đã có kinh nghiệm thực tế, tìm môi trường phát triển.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
111,111,Ứng viên 111,0901756106,111,MID,20000000,35000000,VND,,,111,"3-5 năm kinh nghiệm. Có thể làm việc độc lập, mentor junior.",2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
112,112,Ứng viên 112,0904875488,112,SENIOR,35000000,50000000,VND,,,112,5+ năm kinh nghiệm. Chuyên gia trong lĩnh vực. Có thể lead team nhỏ.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
113,113,Ứng viên 113,0902754914,113,MANAGER,50000000,80000000,VND,,,113,Trưởng nhóm / Quản lý. 7+ năm kinh nghiệm. Quản lý team và dự án.,2025-11-04 15:52:21.593 +00:00,2025-11-04 15:52:21.593 +00:00
